"id","funkcja","podstawa_grz_czysta","podstawa_grz_obieg","podatek_fl","podatek_gr","podatek_grz","debita","varia","miejscowosc","osoba_zrd","wezwanie","rola_osoba","podstawa_gr","podstawa_fert","podatek_fert","dekanat"
468,altarzysta kolegium,,,,17,,,,Srzem,Martinus Lipski,,płatnik,,,,Śrem
502,altarzysta kolegium,,,,4,,,"Simon altarista pauperum corporali iuramento dixit, quod per oppidanum de Poniecz census occupati nichil dedit; [brak potwierdzenia wpłaty]",Poniecz,Simon,,płatnik,,,,Śrem
504,[pleban],,,2,,,,,Czesram,,,płatnik,,,,Śrem
333,biskup krakowski,,,,,,,"Altarista ibidem Mathias a Caliss iuramento corporali praestito dixit census in villis Szlomowo et Zaczulthowo, per reverendissimum olim dominum episcopum Cracoviensem Zebrzidowski marcas tres suppressas esse gr. 17; [brak potwierdzenia wpłaty, w rękopisie A: «non soluti»]",Cracovia,Zebrzidowski,,biskup,,,,Oborniki
300,[pleban],,,,12,,,,Kolaczkowo,,,płatnik,,,,Pyzdry
301,[pleban],,,,6,,,,Mikuszewo,,,płatnik,,,,Pyzdry
304,[pleban],,,2,,,,,Murzinowo,,,płatnik,,,,Pyzdry
334,prepozyt,,,,13,,,"Praepositura Sancti Spiritus per capitaneum eiusdem loci suppressa et ecclesia desolata una cum proventibus, allodiumque in cimiterio est aedificatum. Tredecim non soluti; [brak potwierdzenia wpłaty]",Rogosno,,Św. Duch,płatnik,,,,Oborniki
454,[pleban],,,4,,,,,Srzem,,,płatnik,,,,Śrem
337,[pleban],,,,24,,,,Owinska,,,płatnik,,,,Oborniki
339,prepozyt kolegiacki,,,2,,,,,Szamotuli,,,płatnik,,,,Oborniki
340,kustosz kolegiacki,,,,24,,,,Szamotuli,,,płatnik,,,,Oborniki
363,kolegium mansjonarzy manualnych kolegiackich,,,,,,,"Mansionarii in sorte domini Lucae de Gorca et Swidwa manuales sunt loco vicariorum qui decantant, et amovibiles, licet annis anteactis quilibet per grossos 24 persolvebant, iuramento corporali dixerunt, omnes census annihilatos esse, vix tertiam partem censuum percipiunt; [brak potwierdzenia wpłaty]",Szamotuli,,,płatnik,,,,Oborniki
346,altarzysta kolegiacki,,,,24,,,Altaristae ibidem. Martinus Galczinski,Szamotuli,Martinus Galczinski,,płatnik,,,,Oborniki
288,altarzysta kolegium,,,,12,,,,Pysdri,Paulus a Czarnkow,,płatnik,,,,Pyzdry
373,[pleban],,,,12,,,,Polaiewo,,,płatnik,,,,Oborniki
394,[pleban],,,,12,,,,Slopanowo,,,płatnik,,,,Oborniki
446,[pleban],,,2,,,,,Viry,,,płatnik,,,,Stęszew
427,[pleban],,,,,1,tak,,Cosczielna Goslina,,,płatnik,,,,Oborniki
260,altarzysta kolegium,,,,10,,,,Costrzin,Sebastianus,,płatnik,,,,Poznań
261,[pleban],,,,24,,,,Vierzenicza,,,płatnik,,,,Poznań
291,altarzysta kolegium,,,,15,,tak,Post mortem Symonis Pakost,Pysdri,Symon Pakost,,"były płatnik, podatek",,,,Pyzdry
305,[pleban],,,,,1,,,Opatowo,,,były płatnik,,,,Pyzdry
262,[pleban],,,,24,,,,Smiecziska,,,płatnik,,,,Poznań
263,[pleban],,,4,,,,,Tulcze,,,płatnik,,,,Poznań
264,[pleban],,,4,,,,,Niezamisl,,,płatnik,,,,Poznań
267,[pleban],,,,12,,,,Bagrowo,,,płatnik,,,,Poznań
268,[pleban],,,,24,,,,Klesczewo,,,płatnik,,,,Poznań
312,"[pleban], kanclerz biskupa poznańskiego",,,,30,,tak,Szamarzewo reverendi domini  -Rudniczki cancellarii reverendissimi domini episcopi Posnaniensis,Szamarzewo,Rudniczki,,płatnik,,,,Pyzdry
313,[pleban],,,,12,,tak,,Gorasdowo,,,płatnik,,,,Pyzdry
314,[pleban],,,,12,,tak,,Kaczanowo,,,płatnik,,,,Pyzdry
418,[właściciel uposażenia],,,,,,,"Skoky. Dimissi sunt grossi triginta, nam fundum et decimas domina castellana Landensis Zeliczki et Nininski medios proventus in decimis occupaverunt, prout corporali iuramento comprobavit",Skoky,Nininski,,właściciel uposażenia,,,,Oborniki
395,[pleban],,,2,,,,,Tharnowo,,,płatnik,,,,Oborniki
315,[pleban],,,,,2,tak,Miloslaw. Profanata et desolata per haereticos,Miloslaw,,,płatnik,,,,Pyzdry
364,prepozyt,,,,18,,,"Praepositura Sancti Spiritus extra Szamothuli. Ambrosius plebanus Co[stensis] a praepositura.
Grossi sex sunt ei dimissi, quia dominus Biechowski prohibuit suis subditis in villa Kampa fertones ab annis octo persolvere, licet excomunicantur",Szamothuli,Ambrosius,Św. Duch,płatnik,,,,Oborniki
372,wikariusz parafialny,,,,,1,,"Obrziczko vacat. Vicarium patronus fovet ab annis quinque, proventus pro se percipit dominus Tomiczki",Obrziczko,,,płatnik,,,,Oborniki
374,[pleban],,,2,,,,Choynicza cum Morawsko unita,Choynicza,,,płatnik,,,,Oborniki
384,[pleban],,,2,,,,,Sobotha,,,płatnik,,,,Oborniki
389,[pleban],,,,8,,,,Lucowo,,,płatnik,,,,Oborniki
397,[pleban],,,2,,,,,Cerquicza,,,płatnik,,,,Oborniki
167,pleban,,,,,,,Stanislaus plebanus in Klesczewo,Klesczewo,Stanislaus,,posiadacz parafii,,,,
445,altarzysta,,,,,,,[brak sumy i potwierdzenia wpłaty],Lodzia,,,płatnik,,,,Stęszew
171,pleban,,,,,,,Paulus sancti Martini plebanus,Posnania,Paulus,św. Marcin,posiadacz parafii,,,,
457,altarzysta kolegium,,,,24,,,,Srzem,Mathias Obara,,płatnik,,,,Śrem
269,[pleban],,,,6,,,,Rogalinko,,,płatnik,,,,Poznań
270,[pleban],,,,24,,,,Splawie,,,płatnik,,,,Poznań
336,[pleban],,,,24,,,,Pruscze,,,płatnik,,,,Oborniki
342,[kanonik kolegiacki],,,,24,,,Martinus molenda,Szamotuli,Martinus Molenda,,płatnik,,,,Oborniki
343,dziekan kolegiacki,,,,24,,tak,"Ioannes Makolski decanus, 24 [pominięty wyraz «gr.»]",Szamotuli,Ioannes Makolski,,płatnik,,,,Oborniki
344,[kanonik kolegiacki],,,,24,,tak,"Franciscus Vyssoczki, 24 [pominięty wyraz «gr.»]",Szamotuli,Franciscus Vyssoczki,,płatnik,,,,Oborniki
375,[pleban],,,,,,,Choynicza cum Morawsko unita,Morawsko,,,posiadacz drugiej parafii,,,,Oborniki
347,altarzysta kolegiacki,,,,24,,tak,Clemens in loco Ioannis Sczigiel,Szamotuli,Clemens,,płatnik,,,,Oborniki
450,[pleban],,,,,1,tak,,Dupiewo,,,płatnik,,,,Stęszew
396,[pleban],,,2,,,,,Ludomie,,,płatnik,,,,Oborniki
399,[pleban],,,,,1,tak,,Oborniki,,,płatnik,,,,Oborniki
11,król Polski,,,,,,,"Regestrum contributionis duplae in totum clerum decretae pro serenissimo principe domino domino Sigismundo Augusto rege Poloniae anno Domini millesimo quingentesimo sexagesimo primo in synodo provinciali Varssouiensi, cuius contributionis exactor deputatus venerabilis dominus Michael Skzetussewski canonicus Posnaniensis","",Sigismundus Augustus,,panujący,,,,
447,[pleban],,,,24,,,,Mossina,,,płatnik,,,,Stęszew
460,"altarzysta kolegium, organista",,,,22,,,,Srzem,,,płatnik,,,,Śrem
507,[pleban],,,4,,,,,Nieparth,,,płatnik,,,,Śrem
195,[ojciec altarzysty kolegiackiego],,,,,,,Noe filius Hendris Szink; [Przyjęta forma imienia w mianowniku jest wątpliwa],Posnania,Hendri Szink,,ojciec altarzysty kolegiackiego,,,,
417,[właściciel uposażenia],,,,,,,"Skoky. Dimissi sunt grossi triginta, nam fundum et decimas domina castellana Landensis Zeliczki et Nininski medios proventus in decimis occupaverunt, prout corporali iuramento comprobavit",Skoky,Zeliczki,,właściciel uposażenia,,,,Oborniki
428,dekanat wiejski,,,,,,,Decanatus Stessowiensis,Sthęssewo,,,,,,,Stęszew
341,"[kanonik kolegiacki], doktor",,,,24,,,Adam Doctor,Szamotuli,Adam,,płatnik,,,,Oborniki
335,"starosta rogoziński, [właściciel uposażenia]",,,,,,,"Praepositura Sancti Spiritus per capitaneum eiusdem loci suppressa et ecclesia desolata una cum proventibus, allodiumque in cimiterio est aedificatum. Tredecim non soluti",Rogosno,,,właściciel uposażenia,,,,Oborniki
276,[pleban],,,,12,,tak,,Kampa,,,płatnik,,,,Poznań
367,[pleban],,,,,1,,,Antiqua Szamotuli,,,płatnik,,,,Oborniki
368,[pleban],,,,12,,,,Kissewo,,,płatnik,,,,Oborniki
448,pleban,,,,,,tak,Trzebawie plebanus non est; [brak potwierdzenia wpłaty],Trzebawie,,,płatnik,,,,Stęszew
449,altarzysta,,,,10,,tak,,Lodzia,,,płatnik,,,,Stęszew
376,[pleban],,,2,,,,,Lubasz,,,płatnik,,,,Oborniki
398,[pleban],,,,14,,,,Rosnowo,,,płatnik,,,,Oborniki
400,[pleban],,,,24,,tak,,Liechnino,,,płatnik,,,,Oborniki
401,[pleban],,,,,1,tak,,Stobnicza,,,płatnik,,,,Oborniki
419,[właściciel uposażenia],,,,,,,"Obrziczko vacat. Vicarium patronus fovet ab annis quinque, proventus pro se percipit dominus Tomiczki",Obrziczko,Tomiczki,,właściciel uposażenia,,,,Oborniki
429,pleban,,,,,1,,,Sthęssewo,Andreas Reczulski,,płatnik,,,,Stęszew
469,[pleban],,,2,,,,,Lubin,,,płatnik,,,,Śrem
459,altarzysta kolegium,,,,23,,,,Srzem,Ioannes a Smiecziska,,płatnik,,,,Śrem
472,altarzysta kolegium,,,,20,,,,Krziwin,Albertus Sadlinski,,płatnik,,,,Śrem
473,altarzysta kolegium,,,,20,,,,Krziwin,Sthephanus,,płatnik,,,,Śrem
475,altarzysta kolegium,,,,20,,,,Krziwin,Valentinus Crobia,,płatnik,,,,Śrem
478,[pleban],,,,24,,,,Cunowo,,,płatnik,,,,Śrem
420,"wojewoda brzeski, [właściciel miejscowości]",,,,,,,Chodziesz palatini Brzestensis domini Casparis; Ecclesiae per haereticos occupatae,Chodziesz,Caspar,,właściciel miejscowości,,,,Oborniki
494,altarzysta kolegium,,,,15,,,,Crobia,Stanislaus Crobia,,płatnik,,,,Śrem
495,altarzysta kolegium,,,,24,,,,Crobia,Mathias Maliechownik,,płatnik,,,,Śrem
500,"altarzysta kolegium, kaznodzieja",,,,20,,,,Poniecz,Blasius,,płatnik,,,,Śrem
505,[pleban],,,2,,,,,Dupino,,,płatnik,,,,Śrem
506,[pleban],,,4,,,,,Wyssoczko,,,płatnik,,,,Śrem
508,[pleban],,,2,,,,,Zitowieczko,,,płatnik,,,,Śrem
369,[pleban],,,4,,,,,Obiezierze,,,płatnik,,,,Oborniki
381,[pleban],,,,,1,,,Lussowo,,,płatnik,,,,Oborniki
402,altarzysta parafialny,,,,,,tak,"",Skoki,,,płatnik,,,,Oborniki
430,prepozyt szpitalny,,,,15,,,"Praepositura hospitalis Sancti Spiritus. A A praepositura hospitalis Sancti Spiritus in Sthessewo, medio corporali iuramento praestito dixit, census et alios omnes proventus in villa Piotrowo ab annis tribus periisse; [brak potwierdzenia wpłaty]",Sthessewo,,Św. Duch,płatnik,,,,Stęszew
451,[pleban],,,,,1,tak,,Granowo,,,płatnik,,,,Stęszew
370,[pleban],,,,30,,,"Skoky. Dimissi sunt grossi triginta, nam fundum et decimas domina castellana Landensis Zeliczki et Nininski medios proventus in decimis occupaverunt, prout corporali iuramento comprobavit",Skoky,,,płatnik,,,,Oborniki
377,[pleban],,,2,,,,Czarnkowo Bialla,Czarnkowo,,,płatnik,,,,Oborniki
380,[pleban],,,2,,,,,Margonin,,,płatnik,,,,Oborniki
403,[pleban],,,,12,,tak,,Ocziessino,,,płatnik,,,,Oborniki
406,[pleban],,,,,1,tak,,Ricziwol,,,płatnik,,,,Oborniki
407,[pleban],,,,24,,tak,,Vielien,,,płatnik,,,,Oborniki
408,[pleban],,,,,1,tak,,Vsczie,,,płatnik,,,,Oborniki
63,[kanonik katedralny],,,2,,,,,Posnaniensis,Ioannes Przespoliewski,,płatnik,,,,
431,[wieś uposażeniowa],,,,,,,"Praepositura hospitalis Sancti Spiritus. A praepositura hospitalis Sancti Spiritus in Sthessewo, medio corporali iuramento praestito dixit, census et alios omnes proventus in villa Piotrowo ab annis tribus periisse",Piotrowo,,,,,,,Stęszew
470,[pleban],,,2,,,,,Krziwin,,,płatnik,,,,Śrem
474,altarzysta kolegium,,,,16,,,,Krziwin,Petrus de Costan,,płatnik,,,,Śrem
476,[pleban],,,4,,,,,Swierczina,,,płatnik,,,,Śrem
477,altarzysta,,,,,,,Altare ibidem in Swirczina; [brak sumy i potwierdzenia wpłaty],Swirczina,,,płatnik,,,,Śrem
378,[pleban],,,,,,,Czarnkowo Bialla,Bialla,,,posiadacz drugiej parafii,,,,Oborniki
382,[pleban],,,2,,,,,Kazmirz,,,płatnik,,,,Oborniki
383,[pleban],,,,24,,,,Dluga Goslina,,,płatnik,,,,Oborniki
404,[pleban],,,,12,,tak,,Budziszewo,,,płatnik,,,,Oborniki
405,altarzysta,,,,,,tak,,Ludomie,,,płatnik,,,,Oborniki
411,altarzysta,,,,15,,tak,Altare  vaccat,Szlomowo,,,płatnik,,,,Oborniki
410,pleban,,,,,1,tak,Szlomowo parochialis vacat,Szlomowo,,,płatnik,,,,Oborniki
21,dekanat wiejski,,,,,,,Obornicensis,Obornicensis,,,,,,,
412,[pleban],,,,24,,tak,,Gacz,,,płatnik,,,,Oborniki
25,dekanat wiejski,,,,,,,Novae Civitatis,Novae Civitatis,,,,,,,
436,[pleban],,,2,,,,,Nieprussewo,,,płatnik,,,,Stęszew
438,altarzysta,,,,8,,,,Comorniki,Symon,,płatnik,,,,Stęszew
439,[pleban],,,4,,,,,Modrze,,,płatnik,,,,Stęszew
409,altarzysta,,,,5,,tak,,Vsczie,,,płatnik,,,,Oborniki
22,dekanat wiejski,,,,,,,Sthęszowiensis,Sthęszowiensis,,,,,,,
12,kanonik katedralny poznański,,,,,,,"Regestrum contributionis duplae in totum clerum Adecretae pro serenissimo principe domino domino Sigismundo Augusto rege Poloniae anno Domini millesimo quingentesimo sexagesimo primo in synodo provinciali Varssouiensi, cuius contributionis exactor deputatus venerabilis dominus Michael Skzetussewski canonicus Posnaniensis",Posnaniensis,Michael Skzetussewski,,kolektor,,,,
26,dekanat wiejski,,,,,,,Wschowensis,Wschowensis,,,,,,,
27,dekanat wiejski,,,,,,,Grodzicensis,Grodzicensis,,,,,,,
23,dekanat wiejski,,,,,,,Srzemensis,Srzemensis,,,,,,,
13,dekanat wiejski,,,,,,,Posnaniensis,Posnaniensis,,,,,,,
34,archidiakon katedralny poznański,10,67,6,,,,Archidiaconus Posnaniensis. Reverendus dominus Martinus de Rusiecz. Ad marcas sexaginta septem usuales,Posnaniensis,Martinus de Rusiecz,,płatnik,,,,
35,kantor katedralny,3,20.5,4,,,,Cantor. Reverendus dominus Franciscus Wyssoczki. Proventus extendunt se ad marcas viginti cum media grossos 18,Posnaniensis,Franciscus Wyssoczki,,płatnik,18,,,
36,kustosz katedralny,4.5,29,6,,,,"Custos. Reverendus dominus Martinus Galczinski, habet proventus in villa Kaczanowo et censibus emptis. Proventus extendunt se ad marcas usuales viginti novem et unum fertonem",Posnaniensis,Martinus Galczinski,,płatnik,,1,,
37,scholastyk katedralny,3,,4,,,,Scholasticus Ioannes Lawski,Posnaniensis,Ioannes Lawski,,płatnik,,,,
38,archidiakon katedralny śremski,1.5,10.5,2,,,,"Srzemensis archidiaconus reverendus dominus Andreas Patricius. Habet proventus in decimis pecuniariis marcas 10,5 usuales",Posnaniensis,Andreas Patricius,,płatnik,,,,
39,archidiakon katedralny pszczewski,,4,2,,,,Pczeuensis archidiaconus Laurentius Kierski. Proventus extendunt se ad marcas quatuor usuales,Posnaniensis,Laurentius Kierski,,płatnik,,,,
40,kanclerz katedralny,2,12,2,,,,Cancellarius Stanislaus Warsewiczki. Habet proventus in decimis manipularibus et fertonibus. Marcas usuales duodecim grossos 16,Posnaniensis,Stanislaus Warsewiczki,,płatnik,16,,,
41,[kanonik katedralny],7,43,2,,,,Stanislaus Slomowski. Proventus in decimis manipularibus et maldratis. Faciunt marcas usuales quadraginta tres,Posnaniensis,Stanislaus Slomowski,,płatnik,,,,
42,[kanonik katedralny],7,49.5,4,,,,Ioannes Skrzetussewski. Habentur proventus. Marcae usuales quadraginta novem cum media grossi duodecim,Posnaniensis,Ioannes Skrzetussewski,,płatnik,12,,,
43,[kanonik katedralny],2.5,15,2,,,,Ioannes Cokaliewski. Habet proventus. Marcas quindecim usuales,Posnaniensis,Ioannes Cokaliewski,,płatnik,,,,
45,[kanonik katedralny],,,2,,,,,Posnaniensis,Stanislaus Obiezierski,,płatnik,,,,
46,"biskup sufragan, [kanonik katedralny]",1.5,,3,,,,,Posnaniensis,Iacobus Dziaduski,,płatnik,,,,
47,[kanonik katedralny],,,2,,,,,Posnaniensis,Faelix Choynowski,,płatnik,,,,
48,[kanonik katedralny],,,2,,,,,Posnaniensis,Franciscus Vyszoczki,,płatnik,,,,
49,[kanonik katedralny],,,2,,,,,Posnaniensis,Paulus Glogowski,,płatnik,,,,
50,[kanonik katedralny],,,4,,,,,Posnaniensis,Petrus Volski,,płatnik,,,,
51,"[kanonik katedralny], kolektor",,,2,,,,,Posnaniensis,Michael Skrzethussewski,,płatnik,,,,
31,pleban,,,,,,,"Reverendissimus in Christo pater et dominus dominus Andreas Czarnkowski Dei gratia episcopus Posnaniensis, de suis proventibus, per manus venerabilis domini Foelicis Pomorski in Cziazem plebani et sui thesaurarii solvit et numeravit in moneta per grossos triginta computan[da] florenos ducentos.",Cziazem,Foelix Pomorski,,pełnomocnik,,,,
53,[kanonik katedralny],,,4,,,,,Posnaniensis,Stanislaus Staręski,,płatnik,,,,
54,[kanonik katedralny],,,2,,,,,Posnaniensis,Bartholomeus Siekierzeczki,,płatnik,,,,
55,[kanonik katedralny],,,2,,,,,Posnaniensis,Andreas Craiewski,,płatnik,,,,
56,[kanonik katedralny],,,2,,,,,Posnaniensis,Stanislaus Ruszieczki,,płatnik,,,,
57,[kanonik katedralny],,,2,,,,,Posnaniensis,Iacobus Lanczki,,płatnik,,,,
59,[kanonik katedralny],,,2,,,,,Posnaniensis,Stanislaus Cuninski,,płatnik,,,,
60,[kanonik katedralny],,,2,,,,,Posnaniensis,Ioannes Rzeskowski,,płatnik,,,,
61,"[kanonik katedralny], doktor",,,2,,,,,Posnaniensis,Paulus Sarbinius,,płatnik,,,,
62,[kanonik katedralny],,,2,,,,,Posnaniensis,Stanislaus Sziskowski,,płatnik,,,,
64,[kanonik katedralny],,,2,,,,,Posnaniensis,Albertus Oborniczki,,płatnik,,,,
65,[kanonik katedralny],,,4,,,,,Posnaniensis,Erasmus Mielinski,,płatnik,,,,
66,[kanonik katedralny],,,,,,tak,,Posnaniensis,Ioannes Powodowski,,płatnik,,,,
69,[kanonik katedralny],,,6,,,,,Posnaniensis,Simon Lugowski,,płatnik,,,,
70,[kanonik katedralny],,,2,,,,,Posnaniensis,Laurentius Modliszewski,,płatnik,,,,
71,[kanonik katedralny],,,,24,,,,Posnaniensis,Hieronimus Choienski,,płatnik,,,,
72,[kanonik katedralny],,,2,,,,,Posnaniensis,Ioannes Dambniczki,,płatnik,,,,
74,[kanonik katedralny],,,2,,,tak,,Posnaniensis,Ioannes Piotrowski,,płatnik,,,,
75,prebendarz katedralny,,,,10,,tak,Praebenda sancti Ioannis ante Posnaniam,Posnaniensis,,św. Jan,płatnik,,,,
76,altarzysta katedralny,,,,26,,,,Posnaniensis,Iacobus de Gnesna,,płatnik,,,,
77,altarzysta katedralny,,,,15,,,,Posnaniensis,Laurentius Cziaganek,,płatnik,,,,
78,altarzysta katedralny,,,,12,,,Ioannes Ninijnskij. Idem dixit census tres marcas periisse in domibus Posn[aniae?] muratis post conflagrationem,Posnaniensis,Ioannes Ninijnskij,,płatnik,,,,
79,altarzysta katedralny,,,,24,,,,Posnaniensis,Thomas Colaczek,,płatnik,,,,
80,altarzysta katedralny,,,,15,,,,Posnaniensis,Petrus Zerniczki,,płatnik,,,,
82,altarzysta katedralny,,,,30,,,,Posnaniensis,Ioannes a Cobelin,,płatnik,,,,
83,altarzysta katedralny,,,,24,,,,Posnaniensis,Mathias a Popowo,,płatnik,,,,
84,altarzysta katedralny,,,,28,,,,Posnaniensis,Iacobus a Slugoczin,,płatnik,,,,
115,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Cristopherus Dunin,św. Maria,płatnik,,,,
116,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Georgius Cosmin,św. Maria,płatnik,,,,
106,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Iacobus Raczek a Gnesna,św. Maria,płatnik,,,,
107,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Mathias Mokronowski,św. Maria,płatnik,,,,
108,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Ioannes Skrzethussewski,św. Maria,płatnik,,,,
99,altarzysta katedralny,,,,26,,tak,,Posnaniensis,Stephanus Sdzarowsky,,płatnik,,,,
95,[patron altarii katedralnej],,,,,,,"De fundo Iariski villam eiusdem altaris domini Splawsczi occupaverunt, domini de Ostrorog collatores laico contulerunt",Posnaniensis,de Ostrorog,,patron altarii katedralnej,,,,
138,dziekan kolegiacki,,,,24,,,,Posnania,,św. Maria Magdalena,płatnik,,,,
96,altarzysta katedralny,,,,18,,tak,Post mortem Michaelis,Posnaniensis,Michael,,"były płatnik, podatek",,,,
97,altarzysta katedralny,,,,10,,tak,Post mortem Leonardi Herman,Posnaniensis,Leonardus Herman,,"były płatnik, podatek",,,,
85,altarzysta katedralny,,,,45,,,,Posnaniensis,Gregorius Pakoslawski,,płatnik,,,,
90,altarzysta katedralny,,,,15,,,,Posnaniensis,Hieronimus Choienski,,płatnik,,,,
87,altarzysta katedralny,,,,47,,,,Posnaniensis,Ioannes a Sirakow,,płatnik,,,,
88,altarzysta katedralny,,,,18,,,,Posnaniensis,Martinus Molenda,,płatnik,,,,
89,altarzysta katedralny,,,,22,,,,Posnaniensis,Andreas Przeczlawski,,płatnik,,,,
100,altarzysta katedralny,,,,,,tak,,Posnaniensis,Erasmus Mielienski,,płatnik,,,,
101,altarzysta katedralny,,,,,,tak,,Posnaniensis,Ioannes Powodowski,,płatnik,,,,
102,altarzysta katedralny,,,,28,,tak,,Posnaniensis,Laurentius Budzilowski,,płatnik,,,,
94,[właściciel miejscowości],,,,,,,"De fundo Iariski villam eiusdem altaris domini Splawsczi occupaverunt, domini de Ostrorog collatores laico contulerunt",Iariski,Splawsczi,,właściciel miejscowości,,,,
111,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Andreas Craiewski,św. Maria,płatnik,,,,
112,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Petrus Cuneczki,św. Maria,płatnik,,,,
113,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Ioannes Przespoliewski,św. Maria,płatnik,,,,
114,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Gallus,św. Maria,płatnik,,,,
117,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Ioannes Bninski,św. Maria,płatnik,,,,
118,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Mathias Zadorski,św. Maria,płatnik,,,,
119,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Ioannes Skrzipinski,św. Maria,płatnik,,,,
120,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Martinus Zidowski,św. Maria,płatnik,,,,
121,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Gniasdowski,św. Maria,płatnik,,,,
122,[kanonik kolegiacki],,,,24,,tak,,Summum Posnaniense,Thomas de Posnania,św. Maria,płatnik,,,,
125,altarzysta kolegiacki,,,,,,,,Summum Posnaniense,Laurentius Rosnowski,św. Maria,płatnik,,,3,
126,altarzysta kolegiacki,,,,20,,,,Summum Posnaniense,Blasius Psarski,św. Maria,płatnik,,,,
127,altarzysta kolegiacki,,,,5,,,"Nicolaus Czerniewo. Tres grossi dimissi, quia census marcae tres perierunt",Summum Posnaniense,Nicolaus Czerniewo,św. Maria,płatnik,,,,
110,[kanonik kolegiacki],,,,24,,,,Summum Posnaniense,Stanislaus Slomowski,św. Maria,płatnik,,,,
91,altarzysta katedralny,,,,24,,,,Posnaniensis,Lucas a Gnesna,,płatnik,,,,
103,"altarzysta katedralny, doktor",,,,9,,tak,Adam doctor de Posnania,Posnaniensis,Adam de Posnania,,płatnik,,,,
104,kustosz kolegiacki,,,,,,,Custos et cancellarius sunt exempti a contributione regali; [brak sumy i potwierdzenia wpłaty],Summum Posnaniense,,św. Maria,płatnik,,,,
137,prepozyt kolegiacki,,,6,,,,,Posnania,,św. Maria Magdalena,płatnik,,,,
139,kantor kolegiacki,,,,24,,,,Posnania,,św. Maria Magdalena,płatnik,,,,
140,[kanonik kolegiacki],,,,24,,,,Posnania,Iacobus Raczek a Gnesna,św. Maria Magdalena,płatnik,,,,
131,[kanonik kolegiacki],,,,24,,tak,,[Posnania],Ioannes Macolski,św. Mikołaj,płatnik,,,,
132,[kanonik kolegiacki],,,,24,,tak,,[Posnania],Franciscus de Iuniwladislauia,św. Mikołaj,płatnik,,,,
133,[kanonik kolegiacki],,,,24,,tak,,[Posnania],Symon Busko,św. Mikołaj,płatnik,,,,
134,[kanonik kolegiacki],,,,24,,tak,,[Posnania],Ioannes Nisczotha,św. Mikołaj,płatnik,,,,
135,[kanonik kolegiacki],,,,24,,tak,,[Posnania],Stanislaus a Iuniwladislawia,św. Mikołaj,płatnik,,,,
136,altarzysta kolegiacki,,,,12,,,,[Posnania],Laurentius Cziganek,św. Mikołaj,płatnik,,,,
98,altarzysta katedralny,,,,,,tak,[Liczba groszy wytarta],Posnaniensis,Albertus Zakrzewsky,,płatnik,,,,
129,[kanonik kolegiacki],,,,24,,,,[Posnania],Michael a Vartha,św. Mikołaj,płatnik,,,,
142,[kanonik kolegiacki],,,,24,,,,Posnania,Petrus a Costan,św. Maria Magdalena,płatnik,,,,
143,[kanonik kolegiacki],,,,24,,,,Posnania,Mathias Camola,św. Maria Magdalena,płatnik,,,,
144,[kanonik kolegiacki],,,,24,,,,Posnania,Ioannes a Costan,św. Maria Magdalena,płatnik,,,,
145,[kanonik kolegiacki],,,,24,,,,Posnania,Petrus de Swiatniki,św. Maria Magdalena,płatnik,,,,
146,[kanonik kolegiacki],,,,24,,,,Posnania,Andreas de Lekno,św. Maria Magdalena,płatnik,,,,
147,[kanonik kolegiacki],,,,24,,,,Posnania,Ioannes a Volstin,św. Maria Magdalena,płatnik,,,,
148,[kanonik kolegiacki],,,,24,,,,Posnania,Ioannes Skrzetuszewski,św. Maria Magdalena,płatnik,,,,
149,[kanonik kolegiacki],,,,24,,,,Posnania,Franciscus Stelmach,św. Maria Magdalena,płatnik,,,,
176,altarzysta kolegiacki,,,,28,,,,Posnania,Mathias a Popowo,św. Maria Magdalena,płatnik,,,,
177,altarzysta kolegiacki,,,,12,,,,Posnania,Baltazar Strutius,św. Maria Magdalena,płatnik,,,,
151,altarzysta kolegiacki,,,,15,,,,Posnania,Iacobus Raczek a Gnesna,św. Maria Magdalena,płatnik,,,,
152,altarzysta kolegiacki,,,,16,,,,Posnania,Laurentius Cziganek,św. Maria Magdalena,płatnik,,,,
153,altarzysta kolegiacki,,,,24,,,,Posnania,Petrus de Costan,św. Maria Magdalena,płatnik,,,,
154,altarzysta kolegiacki,,,,18,,,,Posnania,Iacobus Valaszek,św. Maria Magdalena,płatnik,,,,
155,altarzysta kolegiacki,,,,15,,,,Posnania,Mathias Camola,św. Maria Magdalena,płatnik,,,,
